1,,178.1,0,0,0.1,0.1,0.1
2,,178.1,0,0,0.1,0.1,0.1
3,,178.1,0,0,0.1,0.1,0.1
4,,178.1,0,0,0.1,0.1,0.1
5,,178.1,0,0,0.1,0.1,0.1
6,,178.1,0,0,0.1,0.1,0.1
7,,178.1,0,0,0.1,0.1,0.1
8,,178.1,0,0,0.1,0.1,0.1
9,,178.1,0,0,0.1,0.1,0.1
10,,178.1,0,0,0.1,0.1,0.1
11,,178.1,0,0,0.1,0.1,0.1
12,,178.1,0,0,0.1,0.1,0.1
13,,178.1,0,0,0.1,0.1,0.1
14,,178.1,0,0,0.1,0.1,0.1
15,,178.1,0,0,0.1,0.1,0.1
16,,178.1,0,0,0.1,0.1,0.1
17,,178.1,0,0,0.1,0.1,0.1
18,,178.1,0,0,0.1,0.1,0.1
19,,178.1,0,0,0.1,0.1,0.1
20,,178.1,0,0,0.1,0.1,0.1
21,,178.1,0,0,0.1,0.1,0.1
22,,178.1,0,0,0.1,0.1,0.1
23,,178.1,0,0,0.1,0.1,0.1
24,,178.1,0,0,0.1,0.1,0.1
25,,178.1,0,0,0.1,0.1,0.1
26,,178.1,0,0,0.1,0.1,0.1
27,,178.1,0,0,0.1,0.1,0.1
28,,178.1,0,0,0.1,0.1,0.1
29,,178.1,0,0,0.1,0.1,0.1
30,,178.1,0,0,0.1,0.1,0.1
31,,178.1,0,0,0.1,0.1,0.1
32,,178.1,0,0,0.1,0.1,0.1
33,,178.1,0,0,0.1,0.1,0.1
34,,178.1,0,0,0.1,0.1,0.1
35,,178.1,0,0,0.1,0.1,0.1
36,,178.1,0,0,0.1,0.1,0.1
37,,178.1,0,0,0.1,0.1,0.1
38,,178.1,0,0,0.1,0.1,0.1
39,,178.1,0,0,0.1,0.1,0.1
40,,178.1,0,0,0.1,0.1,0.1
41,,178.1,0,0,0.1,0.1,0.1
42,,178.1,0,0,0.1,0.1,0.1
43,,178.1,0,0,0.1,0.1,0.1
44,,178.1,0,0,0.1,0.1,0.1
45,,178.1,0,0,0.1,0.1,0.1
46,,178.1,0,0,0.1,0.1,0.1
47,,178.1,0,0,0.1,0.1,0.1
48,,178.1,0,0,0.1,0.1,0.1
49,,178.1,0,0,0.1,0.1,0.1
50,,178.1,0,0,0.1,0.1,0.1
51,,178.1,0,0,0.1,0.1,0.1
52,,178.1,0,0,0.1,0.1,0.1
53,,178.1,0,0,0.1,0.1,0.1
54,,178.1,0,0,0.1,0.1,0.1
55,,178.1,0,0,0.1,0.1,0.1
56,,178.1,0,0,0.1,0.1,0.1
57,,178.1,0,0,0.1,0.1,0.1
58,,178.1,0,0,0.1,0.1,0.1
59,,178.1,0,0,0.1,0.1,0.1
60,,178.1,0,0,0.1,0.1,0.1
61,,178.1,0,0,0.1,0.1,0.1
62,,178.1,0,0,0.1,0.1,0.1
63,,178.1,0,0,0.1,0.1,0.1
64,,178.1,0,0,0.1,0.1,0.1
65,,178.1,0,0,0.1,0.1,0.1
66,,178.1,0,0,0.1,0.1,0.1
67,,178.1,0,0,0.1,0.1,0.1
68,,178.1,0,0,0.1,0.1,0.1
69,,178.1,0,0,0.1,0.1,0.1
70,,178.1,0,0,0.1,0.1,0.1
71,,178.1,0,0,0.1,0.1,0.1
72,,178.1,0,0,0.1,0.1,0.1
73,,178.1,0,0,0.1,0.1,0.1
74,,178.1,0,0,0.1,0.1,0.1
75,,178.1,0,0,0.1,0.1,0.1
76,,178.1,0,0,0.1,0.1,0.1
77,,178.1,0,0,0.1,0.1,0.1
78,,178.1,0,0,0.1,0.1,0.1
79,,178.1,0,0,0.1,0.1,0.1
80,,178.1,0,0,0.1,0.1,0.1
81,,178.1,0,0,0.1,0.1,0.1
82,,178.1,0,0,0.1,0.1,0.1
83,,178.1,0,0,0.1,0.1,0.1
84,,178.1,0,0,0.1,0.1,0.1
85,,178.1,0,0,0.1,0.1,0.1
86,,178.1,0,0,0.1,0.1,0.1
87,,178.1,0,0,0.1,0.1,0.1
88,,178.1,0,0,0.1,0.1,0.1
89,,178.1,0,0,0.1,0.1,0.1
90,,178.1,0,0,0.1,0.1,0.1
91,,178.1,0,0,0.1,0.1,0.1
92,,178.1,0,0,0.1,0.1,0.1
93,,178.1,0,0,0.1,0.1,0.1
94,,178.1,0,0,0.1,0.1,0.1
95,,178.1,0,0,0.1,0.1,0.1
96,,178.1,0,0,0.1,0.1,0.1
97,,178.1,0,0,0.1,0.1,0.1
98,,178.1,0,0,0.1,0.1,0.1
99,,178.1,0,0,0.1,0.1,0.1
100,,178.1,0,0,0.1,0.1,0.1
101,,178.1,0,0,0.1,0.1,0.1
102,,178.1,0,0,0.1,0.1,0.1
103,,178.1,0,0,0.1,0.1,0.1
104,,178.1,0,0,0.1,0.1,0.1
105,,178.1,0,0,0.1,0.1,0.1
106,,178.1,0,0,0.1,0.1,0.1
107,,178.1,0,0,0.1,0.1,0.1
108,,178.1,0,0,0.1,0.1,0.1
109,,178.1,0,0,0.1,0.1,0.1
110,,178.1,0,0,0.1,0.1,0.1
111,,178.1,0,0,0.1,0.1,0.1
112,,178.1,0,0,0.1,0.1,0.1
113,,178.1,0,0,0.1,0.1,0.1
114,,178.1,0,0,0.1,0.1,0.1
115,,178.1,0,0,0.1,0.1,0.1
116,,178.1,0,0,0.1,0.1,0.1
117,,178.1,0,0,0.1,0.1,0.1
118,,178.1,0,0,0.1,0.1,0.1
119,,178.1,0,0,0.1,0.1,0.1
120,,178.1,0,0,0.1,0.1,0.1
121,,178.1,0,0,0.1,0.1,0.1
122,,178.1,0,0,0.1,0.1,0.1
123,,178.1,0,0,0.1,0.1,0.1
124,,178.1,0,0,0.1,0.1,0.1
125,,178.1,0,0,0.1,0.1,0.1
126,,178.1,0,0,0.1,0.1,0.1
127,,178.1,0,0,0.1,0.1,0.1
128,,178.1,0,0,0.1,0.1,0.1
129,,178.1,0,0,0.1,0.1,0.1
130,,178.1,0,0,0.1,0.1,0.1
131,,178.1,0,0,0.1,0.1,0.1
132,,178.1,0,0,0.1,0.1,0.1
133,,178.1,0,0,0.1,0.1,0.1
134,,178.1,0,0,0.1,0.1,0.1
135,,178.1,0,0,0.1,0.1,0.1
136,,178.1,0,0,0.1,0.1,0.1
137,,178.1,0,0,0.1,0.1,0.1
138,,178.1,0,0,0.1,0.1,0.1
139,,178.1,0,0,0.1,0.1,0.1
140,,178.1,0,0,0.1,0.1,0.1
141,,178.1,0,0,0.1,0.1,0.1
142,,178.1,0,0,0.1,0.1,0.1
143,,178.1,0,0,0.1,0.1,0.1
144,,178.1,0,0,0.1,0.1,0.1
145,,178.1,0,0,0.1,0.1,0.1
146,,178.1,0,0,0.1,0.1,0.1
147,,178.1,0,0,0.1,0.1,0.1
148,,178.1,0,0,0.1,0.1,0.1
149,,178.1,0,0,0.1,0.1,0.1
150,,178.1,0,0,0.1,0.1,0.1
151,,178.1,0,0,0.1,0.1,0.1
152,,178.1,0,0,0.1,0.1,0.1
153,,178.1,0,0,0.1,0.1,0.1
154,,178.1,0,0,0.1,0.1,0.1
155,,178.1,0,0,0.1,0.1,0.1
156,,178.1,0,0,0.1,0.1,0.1
157,,178.1,0,0,0.1,0.1,0.1
158,,178.1,0,0,0.1,0.1,0.1
159,,178.1,0,0,0.1,0.1,0.1
160,,178.1,0,0,0.1,0.1,0.1
161,,178.1,0,0,0.1,0.1,0.1
162,,178.1,0,0,0.1,0.1,0.1
163,,178.1,0,0,0.1,0.1,0.1
164,,178.1,0,0,0.1,0.1,0.1
165,,178.1,0,0,0.1,0.1,0.1
166,,178.1,0,0,0.1,0.1,0.1
167,,178.1,0,0,0.1,0.1,0.1
168,,178.1,0,0,0.1,0.1,0.1
169,,178.1,0,0,0.1,0.1,0.1
170,,178.1,0,0,0.1,0.1,0.1
171,,178.1,0,0,0.1,0.1,0.1
172,,178.1,0,0,0.1,0.1,0.1
173,,178.1,0,0,0.1,0.1,0.1
